id,new,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
55,0,0,0,1,http://welcome.dali.edu.cn,welcome.dali.edu.cn,1,welcome.dali.edu.cn,202.203.16.7,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='welcome.dali.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f8ed45969b0>, 'Connection to welcome.dali.edu.cn timed out. (connect timeout=3.05)'))""),)",,,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,QianXunQuery
56,0,0,0,1,https://welcome.dali.edu.cn,welcome.dali.edu.cn,1,welcome.dali.edu.cn,202.203.16.7,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='welcome.dali.edu.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f8ed4686550>, 'Connection to welcome.dali.edu.cn timed out. (connect timeout=3.05)'))""),)",,,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,QianXunQuery
57,0,1,1,1,http://www.dali.edu.cn,www.dali.edu.cn,1,www.dali.edu.cn,202.203.16.36,1,0,80,200,OK,大理大学,none,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,IP138Query
58,0,0,1,1,https://www.dali.edu.cn,www.dali.edu.cn,1,www.dali.edu.cn,202.203.16.36,1,0,443,502,Bad Gateway,访问出错 - 502,none,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,IP138Query
59,0,0,0,1,http://wx.dali.edu.cn,wx.dali.edu.cn,1,wx.dali.edu.cn,202.203.16.76,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='wx.dali.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f8ed45db860>, 'Connection to wx.dali.edu.cn timed out. (connect timeout=3.05)'))""),)",,,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,CrtshQuery
60,0,0,0,1,https://wx.dali.edu.cn,wx.dali.edu.cn,1,wx.dali.edu.cn,202.203.16.76,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='wx.dali.edu.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f8ed4590fd0>, 'Connection to wx.dali.edu.cn timed out. (connect timeout=3.05)'))""),)",,,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,CrtshQuery
61,0,1,1,1,http://wyd.lib.dali.edu.cn,wyd.lib.dali.edu.cn,2,wyd.lib.dali.edu.cn,202.203.31.151,1,1,80,404,Not Found,None,,202.203.24.0/21,AS4538,China Education and Research Network Center,中国云南省大理,教育网,QianXunQuery
62,0,0,0,1,https://wyd.lib.dali.edu.cn,wyd.lib.dali.edu.cn,2,wyd.lib.dali.edu.cn,202.203.31.151,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='wyd.lib.dali.edu.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f8ed4f2ef60>: Failed to establish a new connection: [Errno 111] Connection refused'))""),)",,,202.203.24.0/21,AS4538,China Education and Research Network Center,中国云南省大理,教育网,QianXunQuery
63,0,0,0,1,https://xgxt.dali.edu.cn,xgxt.dali.edu.cn,1,xgxt.dali.edu.cn,202.203.16.42,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='xgxt.dali.edu.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f8ed4f2edd8>: Failed to establish a new connection: [Errno 113] No route to host'))""),)",,,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,QianXunQuery
64,0,1,1,1,http://xgxt.dali.edu.cn,xgxt.dali.edu.cn,1,xgxt.dali.edu.cn,202.203.16.42,1,0,80,200,OK,学生管理服务平台,nginx/1.15.12,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,QianXunQuery
